,ANI energy,DFT energy,Phi,Psi
488,-494730.9612196136,-494732.45408819156,200,130
489,-494730.21092123503,-494731.6036246016,210,130
490,-494729.54847950424,-494730.8617201506,220,130
491,-494729.1304873704,-494730.4352647122,230,130
492,-494729.08625237556,-494730.4090348162,240,130
493,-494729.41204874153,-494730.782591206,250,130
494,-494730.0397084219,-494731.4662627778,260,130
495,-494730.8627204292,-494732.2899944642,270,130
496,-494731.5744659018,-494733.03679348907,280,130
497,-494732.0643763048,-494733.52719214285,290,130
498,-494732.05939958483,-494733.59747320396,300,130
499,-494731.59575908387,-494733.22492082935,310,130
500,-494730.9973303099,-494732.54915587686,320,130
501,-494730.27643092995,-494731.71883534105,330,130
502,-494729.628294,-494730.95095199783,340,130
503,-494729.167148621,-494730.4701542389,350,130
504,-494729.549347363,-494730.95057549217,0,140
505,-494729.971486902,-494731.38663182553,10,140
506,-494730.708201025,-494732.092203478,20,140
507,-494731.5686577804,-494732.8688092029,30,140
508,-494732.1836104467,-494733.4982639561,40,140
509,-494732.39588286635,-494733.7832787592,50,140
510,-494732.1170907391,-494733.64597968635,60,140
511,-494731.63683462935,-494733.1771046074,70,140
512,-494731.0461495911,-494732.4950645602,80,140
513,-494730.43269921467,-494731.75830568693,90,140
514,-494729.9178471721,-494731.1696390495,100,140
515,-494729.5835490678,-494730.87816089886,110,140
516,-494729.5397534469,-494730.937586046,120,140
517,-494729.9338335729,-494731.34935776284,130,140
518,-494730.6778341645,-494732.0418772182,140,140
519,-494731.56060503604,-494732.8238167736,150,140
520,-494732.1781984847,-494733.4717203054,160,140
521,-494732.3959425495,-494733.781082476,170,140
522,-494732.1157589701,-494733.6440971578,180,140
523,-494731.6130847917,-494733.1459173865,190,140
524,-494730.9915174402,-494732.4259757672,200,140
525,-494730.3625742962,-494731.6682580774,210,140
526,-494729.8506018602,-494731.0981657204,220,140
527,-494729.5484704093,-494730.8617201506,230,140
528,-494729.57673543086,-494730.98772405303,240,140
529,-494730.0299268726,-494731.4464962293,250,140
530,-494730.77013199014,-494732.1368821525,260,140
531,-494731.5991933173,-494732.878221845,270,140
532,-494732.1789206738,-494733.4835174835,280,140
533,-494732.39715334494,-494733.77869794006,290,140
534,-494732.13192520133,-494733.66580898565,300,140
535,-494731.63563654496,-494733.2118686323,310,140
536,-494731.0342684994,-494732.5337818948,320,140
537,-494730.4205936351,-494731.7815235375,330,140
538,-494729.9086985791,-494731.1698900533,340,140
539,-494729.5789810355,-494730.8745213439,350,140
540,-494730.3068093326,-494731.77763297874,0,150
541,-494730.81033777754,-494732.23182433593,10,150
542,-494731.58170842973,-494732.8572002776,20,150
543,-494732.2552464396,-494733.47492060374,30,150
544,-494732.60532027733,-494733.8883238451,40,150
545,-494732.5445353837,-494733.9616169517,50,150
546,-494732.22379140113,-494733.7173902644,60,150
547,-494731.7779998042,-494733.23571399227,70,150
548,-494731.27018954355,-494732.6358149352,80,150
549,-494730.806310894,-494732.0758882317,90,150
550,-494730.40449738747,-494731.7025828457,100,150
551,-494730.2141083345,-494731.5940237067,110,150
552,-494730.30197762017,-494731.7676555781,120,150
553,-494730.78955778363,-494732.20628470037,130,150
554,-494731.5605612416,-494732.8238167736,140,150
555,-494732.24381476204,-494733.4451766546,150,150
556,-494732.59996544174,-494733.8744558857,160,150
557,-494732.550070036,-494733.96400148765,170,150
558,-494732.22200170753,-494733.71431546804,180,150
559,-494731.7590159324,-494733.20747606596,190,150
560,-494731.2324574282,-494732.58266488276,200,150
561,-494730.75606264855,-494732.0174043487,210,150
562,-494730.3625770721,-494731.66819532646,220,150
563,-494730.21096079255,-494731.6036246016,230,150
564,-494730.3462037028,-494731.8221861514,240,150
565,-494730.8685162414,-494732.2837821204,250,150
566,-494731.61322351685,-494732.88700697763,260,150
567,-494732.25359696883,-494733.47310082626,270,150
568,-494732.59642773063,-494733.87545990094,280,150
569,-494732.55884138995,-494733.9665742765,290,150
570,-494732.2363101245,-494733.7436829114,300,150
571,-494731.7890877005,-494733.2758745986,310,150
572,-494731.2732907342,-494732.67754431523,320,150
573,-494730.81077782274,-494732.1016788711,330,150
574,-494730.40562515956,-494731.70804217807,340,150
575,-494730.21378519037,-494731.5941492085,350,150
576,-494731.13349743374,-494732.6392034864,0,160
577,-494731.56008293555,-494733.0226745259,10,160
578,-494732.19020405645,-494733.49694618623,20,160
579,-494732.6100134471,-494733.8949754455,30,160
580,-494732.7308338702,-494734.08354204247,40,160
581,-494732.6051547787,-494734.0305174919,50,160
582,-494732.36201882013,-494733.7547898291,60,160
583,-494731.9924094242,-494733.34772443335,70,160
584,-494731.6182004195,-494732.9308071389,80,160
585,-494731.2626386643,-494732.60895752977,90,160
586,-494731.00824704615,-494732.43620417156,100,160
587,-494730.9528812371,-494732.4377101943,110,160
588,-494731.131449685,-494732.63274013886,120,160
589,-494731.5523294839,-494733.0044140002,130,160
590,-494732.1782219343,-494733.4717203054,140,160
591,-494732.5999533882,-494733.8744558857,150,160
592,-494732.7324688402,-494734.07864746853,160,160
593,-494732.61188740586,-494734.0376710999,170,160
594,-494732.36593877425,-494733.75610759895,180,160
595,-494731.98004725063,-494733.33153468894,190,160
596,-494731.5927793051,-494732.9022554579,200,160
597,-494731.2324486255,-494732.5826021318,210,160
598,-494730.9914990677,-494732.4259757672,220,160
599,-494730.96123137494,-494732.45408819156,230,160
600,-494731.1648023145,-494732.67403026216,240,160
601,-494731.5935447773,-494733.05430100334,250,160
602,-494732.18906116264,-494733.5062960774,260,160
603,-494732.5961337706,-494733.8850607959,270,160
604,-494732.73274073866,-494734.07845921564,280,160
605,-494732.6156876282,-494734.0431304323,290,160
606,-494732.3782461774,-494733.7825257478,300,160
607,-494732.01265201333,-494733.3818609487,310,160
608,-494731.63063447597,-494732.9612413484,320,160
609,-494731.2721275685,-494732.6250845232,330,160
610,-494731.01103992213,-494732.4392162171,340,160
611,-494730.9525109015,-494732.4373336886,350,160
