,ANI energy,DFT energy,Phi,Psi
571,-1165414.2592905655,-1165414.4873495472,310,150
572,-1165414.8248295747,-1165414.7792669546,320,150
573,-1165415.7026445323,-1165415.458859715,330,150
574,-1165416.6810031722,-1165416.365046146,340,150
575,-1165417.4659760324,-1165417.1751608767,350,150
576,-1165416.7503785072,-1165416.4758015682,0,160
577,-1165416.6002101488,-1165416.4038262316,10,160
578,-1165416.1194894942,-1165415.8028604083,20,160
579,-1165415.3763022418,-1165414.8203688252,30,160
580,-1165414.4249063265,-1165413.699385901,40,160
581,-1165413.495949884,-1165412.7479560366,50,160
582,-1165412.8793359855,-1165412.2921959057,60,160
583,-1165413.1281756014,-1165412.557820666,70,160
584,-1165414.0335410938,-1165413.5407515059,80,160
585,-1165415.2836644794,-1165414.924221643,90,160
586,-1165416.3900417644,-1165416.127471059,100,160
587,-1165416.5639447928,-1165416.6604148555,110,160
588,-1165416.3563663103,-1165416.2836581673,120,160
589,-1165415.0330971084,-1165414.88493955,130,160
590,-1165413.038351781,-1165412.5821052827,140,160
591,-1165410.6165810253,-1165409.610722422,150,160
592,-1165408.0046341168,-1165406.458052074,160,160
593,-1165405.9027515159,-1165403.8028712373,170,160
594,-1165404.6216370158,-1165402.1796924812,180,160
595,-1165404.090896667,-1165401.78285549,190,160
596,-1165404.6477819628,-1165402.5536253767,200,160
597,-1165405.95894774,-1165404.2854887736,210,160
598,-1165407.7781248344,-1165406.670715035,220,160
599,-1165409.9510377112,-1165409.2992267192,230,160
600,-1165412.323160259,-1165411.6720910438,240,160
601,-1165413.8198443672,-1165413.2500263667,250,160
602,-1165414.3887180218,-1165413.8130278667,260,160
603,-1165414.2394204123,-1165413.7463236095,270,160
604,-1165414.0521015762,-1165413.6186254316,280,160
605,-1165413.6853105698,-1165413.4134925846,290,160
606,-1165413.1353647835,-1165413.1100290031,300,160
607,-1165412.8346358156,-1165412.9126145227,310,160
608,-1165413.2832244707,-1165413.1946800312,320,160
609,-1165414.2116807376,-1165414.00203372,330,160
610,-1165415.143804154,-1165415.06509752,340,160
611,-1165416.2259847806,-1165415.9884777109,350,160
612,-1165416.1269300198,-1165415.8825541115,0,170
613,-1165415.92372138,-1165415.7810230786,10,170
614,-1165415.4506700307,-1165415.0987947788,20,170
615,-1165414.6275140978,-1165413.984400704,30,170
616,-1165413.534804055,-1165412.7210358803,40,170
617,-1165412.4419248612,-1165411.6803114177,50,170
618,-1165411.952602305,-1165411.2272495776,60,170
619,-1165412.4239200281,-1165411.5960368954,70,170
620,-1165413.3352894206,-1165412.754607637,80,170
621,-1165414.6439477347,-1165414.1752890858,90,170
622,-1165415.5166290938,-1165415.2127504991,100,170
623,-1165415.5802093472,-1165415.548028811,110,170
624,-1165415.0160338937,-1165414.9347010513,120,170
625,-1165413.5429503785,-1165413.2685378962,130,170
626,-1165411.460361626,-1165410.6356336456,140,170
627,-1165408.7536938216,-1165407.4056541307,150,170
628,-1165406.2646635182,-1165404.2667262405,160,170
629,-1165404.6248069205,-1165401.8894065986,170,170
630,-1165403.5888061442,-1165400.6666416377,180,170
631,-1165403.4560432297,-1165400.723493996,190,170
632,-1165404.3235306493,-1165401.968723796,200,170
633,-1165405.918429232,-1165404.1554688108,210,170
634,-1165407.9735557786,-1165406.9083528726,220,170
635,-1165410.5310094988,-1165409.7401776265,230,170
636,-1165412.7128128677,-1165412.0601429022,240,170
637,-1165413.8957780187,-1165413.4002521348,250,170
638,-1165414.3409558353,-1165413.7798953664,260,170
639,-1165414.082938561,-1165413.689785006,270,170
640,-1165413.7259115349,-1165413.3802973335,280,170
641,-1165413.1668800898,-1165412.8254534567,290,170
642,-1165412.3246980337,-1165412.161736686,300,170
643,-1165411.8644512224,-1165411.847103436,310,170
644,-1165412.3928354438,-1165412.227436928,320,170
645,-1165413.4309934734,-1165413.2152623418,330,170
646,-1165414.674676347,-1165414.4144956975,340,170
647,-1165415.7287316315,-1165415.3899591747,350,170
648,-1165416.1060986249,-1165415.8687489033,0,180
649,-1165415.75778116,-1165415.6758524908,10,180
650,-1165415.2212319227,-1165414.868122296,20,180
651,-1165414.2205703803,-1165413.618248926,30,180
652,-1165412.955753559,-1165412.2625774585,40,180
653,-1165411.966127827,-1165411.2239865283,50,180
654,-1165411.9698197045,-1165410.882182118,60,180
655,-1165412.4406150717,-1165411.5104446032,70,180
656,-1165413.557189506,-1165412.7942662358,80,180
657,-1165414.7690291537,-1165414.0196039856,90,180
658,-1165415.1633226636,-1165414.826581169,100,180
659,-1165415.0893333196,-1165414.9531498298,110,180
660,-1165414.1167994202,-1165414.0879397672,120,180
661,-1165412.5579578774,-1165412.1020605352,130,180
662,-1165410.097886564,-1165409.178870402,140,180
663,-1165407.5495069514,-1165405.918017421,150,180
664,-1165405.364839764,-1165403.048228344,160,180
665,-1165403.8641261973,-1165401.0965483782,170,180
666,-1165403.2400064194,-1165400.3440390173,180,180
667,-1165403.5342449632,-1165400.854831729,190,180
668,-1165404.680156987,-1165402.5189868538,200,180
669,-1165406.44433911,-1165405.0664870648,210,180
670,-1165408.8775709835,-1165408.0630958064,220,180
671,-1165411.522972666,-1165410.9294963323,230,180
672,-1165413.3732371845,-1165413.0562514411,240,180
673,-1165414.5295050447,-1165414.1590365907,250,180
674,-1165414.616341927,-1165414.4143074446,260,180
675,-1165414.46078323,-1165414.1781756296,270,180
676,-1165413.5228316123,-1165413.5462735894,280,180
677,-1165412.5143159893,-1165412.5954712345,290,180
678,-1165411.6304659387,-1165411.7119378953,300,180
679,-1165411.728985395,-1165411.467773959,310,180
680,-1165412.421625182,-1165412.067484763,320,180
681,-1165413.5305650476,-1165413.2646473374,330,180
682,-1165414.9184445683,-1165414.518599519,340,180
683,-1165415.7578986909,-1165415.4427327213,350,180
684,-1165416.4048739711,-1165416.329340857,0,190
685,-1165416.0517920745,-1165415.9909249977,10,190
686,-1165415.330054883,-1165415.0322787743,20,190
687,-1165414.1461029768,-1165413.6809371226,30,190
688,-1165413.0165747227,-1165412.3203710811,40,190
689,-1165412.4513417364,-1165411.4076585514,50,190
690,-1165412.3963396882,-1165411.3893980258,60,190
691,-1165413.0627641794,-1165412.228691947,70,190
692,-1165414.2056707104,-1165413.370319933,80,190
693,-1165414.8813996867,-1165414.3321664545,90,190
694,-1165415.2639183588,-1165414.9203310844,100,190
